text,disease
I am suffering from congestion and runny nose.,Common Cold
"Lately I am having prolonged fever, stomach pain, headache and weakness.",Typhoid
I am suffering from joint pain and rash.,Dengue
"I am suffering from high fever, headache, eye pain and rash.",Dengue
My main problems are headache and loss of appetite.,Typhoid
"For the last few days, I noticed chest discomfort and headache.",Hypertension
"I am suffering from congestion, sneezing and runny nose.",Common Cold
"Lately I am having runny nose, sneezing and skin rash.",Allergy
I am suffering from mild cough and sore throat.,Common Cold
"I have symptoms like joint pain, swelling and reduced movement.",Arthritis
"For the last few days, I noticed headache, eye pain, joint pain and high fever.",Dengue
"I have symptoms like nausea, sweating, chills and fever.",Malaria
"I am suffering from fever, loss of smell and dry cough.",COVID-19
"My main problems are increased thirst, frequent urination, weight loss and fatigue.",Diabetes
"For the last few days, I noticed fever and cough.",Flu
Lately I am having sore throat and cough.,Flu
"I am dealing with runny nose, skin rash and sneezing.",Allergy
I am suffering from increased thirst and weight loss.,Diabetes
I have symptoms like blurred vision and dizziness.,Hypertension
"I have been experiencing diarrhea, nausea and stomach cramps for the past few days.",Food Poisoning
"Lately I am having stomach cramps, vomiting, fever and diarrhea.",Food Poisoning
"I feel wheezing, chest tightness and shortness of breath.",Asthma
"I have symptoms like cough, chest tightness, shortness of breath and wheezing.",Asthma
"For the last few days, I noticed fatigue, shortness of breath, dizziness and pale skin.",Anemia
"I am dealing with fever, vomiting, diarrhea and nausea.",Food Poisoning
"I feel nausea, sensitivity to light and vomiting.",Migraine
"I feel loss of appetite, stomach pain and bloating.",Gastritis
"I feel fatigue, loss of smell and dry cough.",COVID-19
"Lately I am having weakness, stomach pain and prolonged fever.",Typhoid
I am dealing with eye pain and rash.,Dengue
"I feel dry cough, headache, fever and fatigue.",COVID-19
"I am suffering from high fever, joint pain and eye pain.",Dengue
I have been experiencing prolonged fever and headache for the past few days.,Typhoid
"I feel shortness of breath, fatigue and dizziness.",Anemia
Lately I am having headache and high fever.,Dengue
"I feel runny nose, skin rash and sneezing.",Allergy
I have symptoms like chest discomfort and headache.,Hypertension
Lately I am having fatigue and increased thirst.,Diabetes
"I have symptoms like loss of appetite, headache and weakness.",Typhoid
"I am dealing with nausea, indigestion, bloating and stomach pain.",Gastritis
"I am dealing with vomiting, severe headache and nausea.",Migraine
"I feel nausea, vomiting and sensitivity to light.",Migraine
"I have been experiencing headache, nausea and sweating for the past few days.",Malaria
"I feel indigestion, loss of appetite and stomach pain.",Gastritis
"My main problems are dizziness, shortness of breath, pale skin and fatigue.",Anemia
"I have been experiencing vomiting, diarrhea, nausea and stomach cramps for the past few days.",Food Poisoning
"For the last few days, I noticed sensitivity to light and nausea.",Migraine
"I am suffering from rash, joint pain, high fever and headache.",Dengue
"I am dealing with diarrhea, stomach cramps, fever and nausea.",Food Poisoning
"For the last few days, I noticed weight loss, fatigue and frequent urination.",Diabetes
"My main problems are nausea, diarrhea, stomach cramps and fever.",Food Poisoning
"I have symptoms like blurred vision, weight loss, increased thirst and frequent urination.",Diabetes
I feel loss of smell and shortness of breath.,COVID-19
"I am suffering from stomach pain, indigestion, loss of appetite and nausea.",Gastritis
"I have been experiencing joint pain, eye pain and headache for the past few days.",Dengue
"Lately I am having chest tightness, shortness of breath, wheezing and cough.",Asthma
"I have been experiencing blurred vision, headache, dizziness and chest discomfort for the past few days.",Hypertension
"I have been experiencing sweating, fever, headache and chills for the past few days.",Malaria
"For the last few days, I noticed fever, fatigue and shortness of breath.",COVID-19
"I am suffering from rash, eye pain, joint pain and high fever.",Dengue
"For the last few days, I noticed nausea, sweating and fever.",Malaria
Lately I am having mild cough and runny nose.,Common Cold
"I am dealing with bloating, indigestion, loss of appetite and stomach pain.",Gastritis
"For the last few days, I noticed wheezing, shortness of breath, chest tightness and cough.",Asthma
I am dealing with mild cough and runny nose.,Common Cold
I have symptoms like chest tightness and cough.,Asthma
"Lately I am having blurred vision, chest discomfort and dizziness.",Hypertension
I have symptoms like indigestion and loss of appetite.,Gastritis
My main problems are nausea and fever.,Malaria
Lately I am having stomach cramps and diarrhea.,Food Poisoning
"I am dealing with weight loss, blurred vision and frequent urination.",Diabetes
"For the last few days, I noticed blurred vision and weight loss.",Diabetes
"I feel diarrhea, nausea, fever and vomiting.",Food Poisoning
"I am suffering from nausea, diarrhea and vomiting.",Food Poisoning
"For the last few days, I noticed headache, blurred vision and chest discomfort.",Hypertension
"For the last few days, I noticed vomiting, nausea, severe headache and sensitivity to light.",Migraine
"Lately I am having fever, chills and nausea.",Malaria
"My main problems are loss of appetite, stomach pain and bloating.",Gastritis
I am suffering from weight loss and frequent urination.,Diabetes
"For the last few days, I noticed congestion, mild cough, sore throat and sneezing.",Common Cold
"I feel sore throat, congestion, mild cough and sneezing.",Common Cold
"I have symptoms like chest tightness, wheezing, shortness of breath and cough.",Asthma
"Lately I am having shortness of breath, dizziness and pale skin.",Anemia
"For the last few days, I noticed pale skin and dizziness.",Anemia
I feel headache and blurred vision.,Hypertension
"I am dealing with vomiting, diarrhea, stomach cramps and nausea.",Food Poisoning
"I am suffering from fatigue, dizziness and shortness of breath.",Anemia
I have symptoms like fever and headache.,Malaria
I am dealing with swelling and reduced movement.,Arthritis
"For the last few days, I noticed headache, dizziness, blurred vision and chest discomfort.",Hypertension
"For the last few days, I noticed indigestion, stomach pain, nausea and bloating.",Gastritis
My main problems are cough and sore throat.,Flu
"Lately I am having pale skin, fatigue and dizziness.",Anemia
"My main problems are weight loss, frequent urination and blurred vision.",Diabetes
"I am suffering from chills, cough, fatigue and sore throat.",Flu
"I feel weight loss, increased thirst, frequent urination and fatigue.",Diabetes
I have symptoms like nausea and chills.,Malaria
"Lately I am having fatigue, increased thirst and frequent urination.",Diabetes
"For the last few days, I noticed chest discomfort, dizziness and blurred vision.",Hypertension
"I am suffering from shortness of breath, fatigue, dry cough and headache.",COVID-19
My main problems are loss of appetite and weakness.,Typhoid
I am dealing with sneezing and runny nose.,Common Cold
"Lately I am having wheezing, cough and shortness of breath.",Asthma
I have been experiencing sneezing and runny nose for the past few days.,Common Cold
"My main problems are loss of appetite, prolonged fever and weakness.",Typhoid
"I have been experiencing nausea, loss of appetite, bloating and indigestion for the past few days.",Gastritis
I feel swelling and joint pain.,Arthritis
"For the last few days, I noticed dry cough and fatigue.",COVID-19
"My main problems are stiffness, joint pain and swelling.",Arthritis
My main problems are dizziness and fatigue.,Anemia
"I am suffering from joint pain, headache and high fever.",Dengue
"For the last few days, I noticed dizziness, headache and blurred vision.",Hypertension
Lately I am having shortness of breath and chest tightness.,Asthma
I feel indigestion and bloating.,Gastritis
"For the last few days, I noticed fever and chills.",Flu
Lately I am having loss of smell and dry cough.,COVID-19
My main problems are pale skin and shortness of breath.,Anemia
I have been experiencing fatigue and shortness of breath for the past few days.,Anemia
I feel nausea and stomach pain.,Gastritis
"I am dealing with fever, nausea, chills and headache.",Malaria
"I have symptoms like weakness, prolonged fever, headache and loss of appetite.",Typhoid
"I am dealing with body pain, chills, cough and fever.",Flu
"Lately I am having shortness of breath, loss of smell and fever.",COVID-19
I have symptoms like cough and shortness of breath.,Asthma
"I am dealing with sneezing, congestion, runny nose and mild cough.",Common Cold
"I have symptoms like reduced movement, joint pain, stiffness and swelling.",Arthritis
I have symptoms like fever and fatigue.,COVID-19
I have been experiencing sensitivity to light and severe headache for the past few days.,Migraine
"My main problems are fever, sweating, headache and chills.",Malaria
My main problems are skin rash and sneezing.,Allergy
"I am suffering from blurred vision, chest discomfort, headache and dizziness.",Hypertension
My main problems are congestion and runny nose.,Common Cold
"My main problems are headache, cough and sore throat.",Flu
"I have symptoms like nausea, indigestion, loss of appetite and bloating.",Gastritis
"I am dealing with stomach pain, loss of appetite and prolonged fever.",Typhoid
"For the last few days, I noticed weakness and prolonged fever.",Typhoid
"Lately I am having reduced movement, joint pain, swelling and stiffness.",Arthritis
